date,month,day_of_week,shift,covers,avg_ticket_eur,sales_eur,food_cost_pct,food_cost_eur,staff_cost_eur,staff_pct,other_costs_eur,prime_cost_pct,net_profit_eur,revpash_eur,table_turnover,waste_pct,temperature_c,booking_channel,google_rating,staff_count,net_profit_rf_eur
2023-09-25,9,Monday,Lunch,35,23.73,830.55,34.0,282.39,274.91,33.1,215.49,67.1,57.76,4.75,1.4,10.2,26.1,Walk-in,4.2,6,95.46
2023-09-26,9,Tuesday,Lunch,49,21.22,1039.78,31.2,324.41,362.88,34.9,194.09,66.1,158.4,5.94,1.96,7.2,28.7,Phone,4.8,5,187.75
2023-09-27,9,Wednesday,Dinner,57,33.63,1916.91,22.0,421.72,456.22,23.8,112.69,45.8,926.28,8.52,2.28,6.7,24.6,Website,4.4,8,816.75
2023-09-27,9,Wednesday,Lunch,61,23.82,1453.02,35.7,518.73,504.2,34.7,228.84,70.4,201.25,8.3,2.44,5.8,28.0,Phone,4.5,6,250.64
2023-09-28,9,Thursday,Dinner,54,33.47,1807.38,39.3,710.3,525.95,29.1,171.75,68.4,399.38,8.03,2.16,6.8,30.6,Phone,4.0,9,447.62
2023-09-28,9,Thursday,Lunch,16,16.88,270.08,36.1,97.5,82.1,30.4,253.93,66.5,-163.45,1.54,0.64,11.4,29.8,Website,4.1,5,-126.51
2023-09-29,9,Friday,Lunch,74,27.58,2040.92,22.0,449.0,734.73,36.0,184.4,58.0,672.79,11.66,2.96,8.4,29.4,Walk-in,4.3,8,663.29
2023-09-30,9,Saturday,Dinner,47,45.28,2128.16,32.8,698.04,712.93,33.5,254.77,66.3,462.42,9.46,1.88,4.5,26.7,Walk-in,3.9,6,500.83
2023-09-30,9,Saturday,Dinner,70,38.44,2690.8,29.1,783.02,855.67,31.8,209.12,60.9,842.99,11.96,2.8,11.1,25.3,WhatsApp,3.2,7,838.98
2023-10-01,10,Sunday,Lunch,34,22.87,777.58,26.7,207.61,156.29,20.1,233.84,46.8,179.84,4.44,1.36,13.2,26.1,WhatsApp,4.3,4,190.5
2023-10-01,10,Sunday,Dinner,34,32.07,1090.38,31.5,343.47,324.93,29.8,167.87,61.3,254.11,4.85,1.36,9.5,23.1,Phone,4.5,5,248.09
2023-10-04,10,Wednesday,Dinner,52,22.91,1191.32,30.4,362.16,310.93,26.1,205.89,56.5,312.34,5.29,2.08,10.7,23.8,Phone,4.1,2,335.58
2023-10-04,10,Wednesday,Lunch,36,9.56,344.16,33.0,113.57,115.64,33.6,112.32,66.6,2.63,1.97,1.44,11.7,23.6,WhatsApp,3.9,4,-45.97
2023-10-04,10,Wednesday,Dinner,36,33.03,1189.08,31.2,370.99,416.18,35.0,184.28,66.2,217.63,5.28,1.44,3.0,25.3,Google Maps,4.0,4,252.04
2023-10-04,10,Wednesday,Dinner,44,32.71,1439.24,26.5,381.4,410.18,28.5,123.2,55.0,524.46,6.4,1.76,13.6,27.7,Walk-in,3.3,5,473.62
2023-10-04,10,Wednesday,Dinner,36,23.04,829.44,28.7,238.05,221.46,26.7,138.57,55.4,231.36,3.69,1.44,11.3,26.9,Walk-in,4.0,7,178.78
2023-10-06,10,Friday,Lunch,80,12.83,1026.4,28.0,287.39,387.98,37.8,149.91,65.8,201.12,5.87,3.2,9.5,19.3,Phone,3.7,4,191.64
2023-10-07,10,Saturday,Dinner,49,22.42,1098.58,24.1,264.76,296.62,27.0,219.72,51.1,317.48,4.88,1.96,7.6,23.4,WhatsApp,3.8,7,295.13
2023-10-07,10,Saturday,Lunch,57,9.18,523.26,25.5,133.43,125.58,24.0,183.37,49.5,80.88,2.99,2.28,4.0,21.3,WhatsApp,3.6,4,72.98
2023-10-08,10,Sunday,Lunch,65,18.26,1186.9,30.2,358.44,306.22,25.8,191.41,56.0,330.83,6.78,2.6,7.0,25.9,Website,3.6,3,305.54
2023-10-09,10,Monday,Lunch,38,16.25,617.5,36.7,226.62,167.96,27.2,182.14,63.9,40.78,3.53,1.52,9.3,24.0,WhatsApp,3.7,2,35.4
2023-10-09,10,Monday,Lunch,22,18.99,417.78,28.9,120.74,107.37,25.7,238.63,54.6,-48.96,2.39,0.88,4.7,25.2,Phone,4.4,6,-17.95
2023-10-10,10,Tuesday,Dinner,35,31.1,1088.5,28.0,304.78,372.27,34.2,190.18,62.2,221.27,4.84,1.4,7.8,23.2,Phone,3.9,5,256.52
2023-10-10,10,Tuesday,Dinner,52,27.0,1404.0,26.3,369.25,280.8,20.0,201.2,46.3,552.75,6.24,2.08,4.4,21.9,Google Maps,3.7,6,538.04
2023-10-10,10,Tuesday,Dinner,48,32.42,1556.16,31.1,483.97,398.38,25.6,164.34,56.7,509.47,6.92,1.92,6.8,22.3,Google Maps,4.4,5,486.82
2023-10-11,10,Wednesday,Lunch,50,16.8,840.0,35.7,299.88,250.32,29.8,241.72,65.5,48.08,4.8,2.0,3.9,20.9,Phone,4.2,5,83.0
2023-10-12,10,Thursday,Lunch,26,18.96,492.96,39.0,192.25,153.31,31.1,245.1,70.1,-97.7,2.82,1.04,3.6,21.5,Walk-in,3.2,5,-35.38
2023-10-12,10,Thursday,Lunch,55,17.6,968.0,32.1,310.73,372.68,38.5,188.34,70.6,96.25,5.53,2.2,9.0,21.1,Website,4.5,8,121.13
2023-10-12,10,Thursday,Dinner,32,18.31,585.92,31.6,185.15,220.89,37.7,163.71,69.3,16.17,2.6,1.28,6.3,21.9,Phone,4.1,4,-0.13
2023-10-12,10,Thursday,Lunch,41,13.29,544.89,28.8,156.93,119.88,22.0,117.28,50.8,150.8,3.11,1.64,6.5,21.8,Phone,4.4,8,95.59
2023-10-15,10,Sunday,Dinner,50,28.75,1437.5,29.5,424.06,294.69,20.5,150.91,50.0,567.84,6.39,2.0,6.1,24.8,Google Maps,4.0,6,541.29
2023-10-16,10,Monday,Dinner,21,25.52,535.92,33.5,179.53,161.31,30.1,92.48,63.6,102.6,2.38,0.84,16.2,24.7,Google Maps,4.7,6,48.69
2023-10-16,10,Monday,Lunch,17,15.89,270.13,29.7,80.23,71.85,26.6,149.02,56.3,-30.97,1.54,0.68,9.8,24.8,Walk-in,3.9,6,-60.73
2023-10-16,10,Monday,Dinner,15,39.77,596.55,30.4,181.35,143.17,24.0,206.06,54.4,65.97,2.65,0.6,10.1,26.3,WhatsApp,3.0,2,86.9
2023-10-16,10,Monday,Lunch,28,15.58,436.24,30.9,134.8,131.31,30.1,187.73,61.0,-17.6,2.49,1.12,5.7,23.8,Walk-in,3.7,5,-6.1
2023-10-16,10,Monday,Dinner,16,22.73,363.68,28.6,104.01,113.47,31.2,294.55,59.8,-148.35,1.62,0.64,9.5,22.4,Walk-in,4.3,4,-94.53
2023-10-18,10,Wednesday,Dinner,28,27.43,768.04,30.7,235.79,198.15,25.8,173.3,56.5,160.8,3.41,1.12,7.3,28.4,Phone,4.2,8,149.9
2023-10-19,10,Thursday,Lunch,37,22.39,828.43,22.9,189.71,222.85,26.9,169.79,49.8,246.08,4.73,1.48,5.6,25.8,Google Maps,4.1,4,217.46
2023-10-21,10,Saturday,Lunch,17,11.96,203.32,33.2,67.5,53.27,26.2,237.82,59.4,-155.27,1.16,0.68,13.8,24.3,Website,3.7,5,-140.9
2023-10-22,10,Sunday,Dinner,63,30.29,1908.27,40.4,770.94,532.41,27.9,103.29,68.3,501.63,8.48,2.52,9.7,24.2,WhatsApp,4.1,5,486.16
2023-10-23,10,Monday,Dinner,10,20.65,206.5,28.8,59.47,67.53,32.7,123.32,61.5,-43.82,0.92,0.4,9.6,24.6,Website,4.1,3,-58.55
2023-10-23,10,Monday,Lunch,26,21.14,549.64,32.5,178.63,135.21,24.6,219.87,57.1,15.93,3.14,1.04,5.1,23.6,Walk-in,4.1,4,43.21
2023-10-23,10,Monday,Dinner,27,26.9,726.3,34.4,249.85,194.65,26.8,181.21,61.2,100.59,3.23,1.08,4.2,24.3,Walk-in,4.3,6,94.26
2023-10-23,10,Monday,Dinner,30,22.81,684.3,36.1,247.03,191.6,28.0,182.24,64.1,63.43,3.04,1.2,7.8,25.0,Phone,4.2,2,76.29
2023-10-24,10,Tuesday,Dinner,39,21.6,842.4,29.9,251.88,252.72,30.0,147.83,59.9,189.97,3.74,1.56,6.3,22.5,Walk-in,4.0,5,150.57
2023-10-25,10,Wednesday,Lunch,60,21.87,1312.2,23.8,312.3,412.03,31.4,200.79,55.2,387.08,7.5,2.4,9.8,20.7,WhatsApp,3.7,4,339.22
2023-10-27,10,Friday,Dinner,55,28.19,1550.45,32.1,497.69,623.28,40.2,153.64,72.3,275.84,6.89,2.2,10.0,19.8,Google Maps,4.6,7,299.34
2023-10-28,10,Saturday,Dinner,66,28.73,1896.18,31.5,597.3,623.84,32.9,193.27,64.4,481.77,8.43,2.64,8.2,25.8,Website,4.9,6,505.02
2023-10-29,10,Sunday,Lunch,43,21.8,937.4,29.6,277.47,309.34,33.0,137.87,62.6,212.72,5.36,1.72,10.5,20.8,Walk-in,4.8,3,204.79
2023-10-29,10,Sunday,Lunch,54,12.64,682.56,30.5,208.18,195.89,28.7,181.79,59.2,96.7,3.9,2.16,8.6,24.9,Phone,4.4,4,99.9
2023-10-29,10,Sunday,Dinner,73,33.83,2469.59,31.6,780.39,619.87,25.1,281.12,56.7,788.21,10.98,2.92,5.4,21.7,Phone,3.4,6,783.0
2023-10-30,10,Monday,Lunch,25,16.27,406.75,32.4,131.79,111.45,27.4,170.88,59.8,-7.37,2.32,1.0,7.4,21.7,Walk-in,3.4,5,-26.04
2023-10-30,10,Monday,Dinner,28,37.82,1058.96,32.3,342.04,279.57,26.4,184.07,58.7,253.28,4.71,1.12,8.4,22.6,Phone,3.9,5,222.3
2023-10-31,10,Tuesday,Lunch,49,17.51,857.99,30.1,258.25,274.56,32.0,180.89,62.1,144.29,4.9,1.96,10.8,24.4,Phone,4.1,5,138.69
2023-11-01,11,Wednesday,Lunch,32,17.35,555.2,32.5,180.44,120.48,21.7,197.85,54.2,56.43,3.17,1.28,8.7,16.9,Phone,4.1,6,48.77
2023-11-01,11,Wednesday,Dinner,18,16.87,303.66,29.9,90.79,100.21,33.0,211.07,62.9,-98.41,1.35,0.72,6.3,18.3,Phone,4.2,6,-90.7
2023-11-01,11,Wednesday,Lunch,42,11.53,484.26,33.6,162.71,142.37,29.4,201.58,63.0,-22.4,2.77,1.68,10.9,19.4,Walk-in,3.5,5,-4.66
2023-11-02,11,Thursday,Lunch,49,10.11,495.39,28.5,141.19,166.95,33.7,202.57,62.2,-15.32,2.83,1.96,9.1,17.1,Phone,4.7,5,35.13
2023-11-02,11,Thursday,Lunch,26,9.27,241.02,31.3,75.44,63.63,26.4,181.86,57.7,-79.91,1.38,1.04,12.6,22.4,Walk-in,4.7,3,-80.43
2023-11-04,11,Saturday,Dinner,61,30.83,1880.63,24.5,460.75,479.56,25.5,194.51,50.0,745.81,8.36,2.44,8.3,16.1,Walk-in,3.6,7,691.73
2023-11-05,11,Sunday,Lunch,61,13.91,848.51,29.5,250.31,237.58,28.0,180.37,57.5,180.25,4.85,2.44,4.9,19.1,Walk-in,3.4,9,149.34
2023-11-05,11,Sunday,Lunch,22,17.53,385.66,33.3,128.42,107.21,27.8,108.44,61.1,41.59,2.2,0.88,11.5,22.0,Walk-in,4.1,5,-30.7
2023-11-08,11,Wednesday,Dinner,30,21.13,633.9,26.9,170.52,215.53,34.0,308.38,60.9,-60.53,2.82,1.2,6.3,16.9,Phone,4.6,5,13.54
2023-11-09,11,Thursday,Lunch,36,13.45,484.2,29.7,143.81,164.63,34.0,222.77,63.7,-47.01,2.77,1.44,8.9,19.3,Walk-in,4.1,7,-2.69
2023-11-10,11,Friday,Dinner,50,24.1,1205.0,22.0,265.1,475.98,39.5,145.93,61.5,317.99,5.36,2.0,8.6,19.8,Phone,4.2,7,306.06
2023-11-10,11,Friday,Lunch,42,16.49,692.58,25.5,176.61,190.46,27.5,200.35,53.0,125.16,3.96,1.68,8.1,17.9,Google Maps,3.9,5,103.82
2023-11-11,11,Saturday,Dinner,42,21.11,886.62,26.6,235.84,177.32,20.0,129.42,46.6,344.04,3.94,1.68,7.5,19.3,Google Maps,4.2,4,281.49
2023-11-12,11,Sunday,Lunch,74,17.93,1326.82,31.4,416.62,371.51,28.0,167.76,59.4,370.93,7.58,2.96,3.0,20.6,WhatsApp,4.5,8,328.57
2023-11-12,11,Sunday,Dinner,51,22.11,1127.61,32.3,364.22,351.81,31.2,123.31,63.5,288.27,5.01,2.04,5.0,18.6,Phone,4.3,6,242.77
2023-11-14,11,Tuesday,Lunch,33,13.16,434.28,30.8,133.76,145.92,33.6,187.7,64.4,-33.1,2.48,1.32,11.4,21.0,Phone,4.3,5,-13.41
2023-11-14,11,Tuesday,Lunch,39,20.49,799.11,29.5,235.74,251.72,31.5,118.84,61.0,192.81,4.57,1.56,9.3,20.3,WhatsApp,3.4,4,139.56
2023-11-14,11,Tuesday,Lunch,45,22.8,1026.0,29.5,302.67,282.15,27.5,207.48,57.0,233.7,5.86,1.8,13.7,18.3,Phone,5.0,5,241.22
2023-11-15,11,Wednesday,Lunch,40,11.3,452.0,33.9,153.23,174.47,38.6,220.7,72.5,-96.4,2.58,1.6,4.9,21.8,Google Maps,3.4,2,-85.21
2023-11-16,11,Thursday,Lunch,37,18.11,670.07,31.9,213.75,166.18,24.8,152.79,56.7,137.35,3.83,1.48,7.9,18.0,Phone,4.2,6,71.13
2023-11-16,11,Thursday,Lunch,33,15.78,520.74,29.7,154.66,148.93,28.6,197.24,58.3,19.91,2.98,1.32,11.5,21.2,Phone,4.0,6,30.56
2023-11-16,11,Thursday,Dinner,33,16.68,550.44,36.2,199.26,135.41,24.6,150.4,60.8,65.37,2.45,1.32,6.3,18.1,Google Maps,4.1,5,38.83
2023-11-17,11,Friday,Lunch,44,12.13,533.72,38.8,207.08,160.65,30.1,213.03,68.9,-47.04,3.05,1.76,6.5,18.9,Walk-in,4.4,4,-2.75
2023-11-17,11,Friday,Lunch,57,23.52,1340.64,26.0,348.57,508.1,37.9,159.01,63.9,324.96,7.66,2.28,7.1,19.2,Walk-in,3.8,6,296.77
2023-11-18,11,Saturday,Dinner,39,25.8,1006.2,33.1,333.05,294.82,29.3,225.5,62.4,152.83,4.47,1.56,6.7,20.2,Walk-in,3.9,6,149.77
2023-11-19,11,Sunday,Dinner,57,25.93,1478.01,43.4,641.46,433.06,29.3,108.48,72.7,295.01,6.57,2.28,9.6,14.7,Phone,3.6,4,281.48
2023-11-19,11,Sunday,Lunch,71,18.74,1330.54,32.1,427.1,286.07,21.5,144.78,53.6,472.59,7.6,2.84,2.7,20.4,Walk-in,4.5,6,411.21
2023-11-20,11,Monday,Lunch,29,14.25,413.25,31.5,130.17,118.19,28.6,140.1,60.1,24.79,2.36,1.16,12.9,19.3,Phone,4.2,6,2.28
2023-11-20,11,Monday,Lunch,24,13.63,327.12,30.8,100.75,117.11,35.8,199.15,66.6,-89.89,1.87,0.96,5.1,20.1,Google Maps,4.4,5,-84.64
2023-11-21,11,Tuesday,Dinner,27,36.96,997.92,33.0,329.31,286.4,28.7,214.98,61.7,167.23,4.44,1.08,1.6,20.5,Google Maps,4.4,4,182.55
2023-11-22,11,Wednesday,Dinner,55,23.1,1270.5,34.0,431.97,360.82,28.4,202.63,62.4,275.08,5.65,2.2,8.0,20.3,Phone,4.9,5,277.65
2023-11-22,11,Wednesday,Lunch,28,17.02,476.56,26.0,123.91,169.18,35.5,167.1,61.5,16.37,2.72,1.12,6.9,15.5,Website,4.8,4,6.7
2023-11-23,11,Thursday,Dinner,48,29.55,1418.4,30.9,438.29,402.83,28.4,80.0,59.3,497.28,6.3,1.92,7.5,17.4,Phone,4.2,5,444.78
2023-11-23,11,Thursday,Dinner,46,39.22,1804.12,22.0,396.91,658.5,36.5,191.74,58.5,556.97,8.02,1.84,8.9,20.2,Phone,4.2,6,520.19
2023-11-25,11,Saturday,Dinner,49,24.29,1190.21,30.2,359.44,280.89,23.6,225.46,53.8,324.42,5.29,1.96,9.9,19.9,WhatsApp,3.9,7,337.9
2023-11-26,11,Sunday,Dinner,49,18.02,882.98,27.4,241.94,294.92,33.4,310.62,60.8,35.5,3.92,1.96,13.1,17.9,Google Maps,4.4,5,135.93
2023-11-26,11,Sunday,Lunch,28,13.6,380.8,32.4,123.38,145.47,38.2,170.9,70.6,-58.95,2.18,1.12,5.9,21.0,Google Maps,4.4,6,-61.38
2023-11-27,11,Monday,Lunch,29,15.86,459.94,24.4,112.23,160.98,35.0,160.06,59.4,26.67,2.63,1.16,10.3,19.0,Walk-in,3.8,5,8.24
2023-11-27,11,Monday,Lunch,31,15.0,465.0,29.0,134.85,96.26,20.7,204.41,49.7,29.48,2.66,1.24,10.1,21.3,Phone,4.4,4,25.4
2023-11-30,11,Thursday,Lunch,29,15.2,440.8,34.9,153.84,118.13,26.8,178.47,61.7,-9.64,2.52,1.16,1.0,21.9,WhatsApp,4.5,4,2.79
2023-12-01,12,Friday,Lunch,39,16.9,659.1,28.3,186.53,189.82,28.8,247.39,57.1,35.36,3.77,1.56,5.5,16.8,Phone,3.7,6,60.98
2023-12-01,12,Friday,Dinner,41,17.78,728.98,23.4,170.58,255.14,35.0,153.63,58.4,149.63,3.24,1.64,4.1,17.3,Google Maps,4.2,5,87.63
2023-12-02,12,Saturday,Lunch,47,11.19,525.93,32.0,168.3,122.54,23.3,178.8,55.3,56.29,3.01,1.88,9.3,15.0,Phone,4.1,4,69.89
2023-12-03,12,Sunday,Lunch,41,13.35,547.35,28.7,157.09,136.29,24.9,229.43,53.6,24.54,3.13,1.64,9.0,18.0,WhatsApp,4.1,2,74.56
2023-12-04,12,Monday,Lunch,12,13.59,163.08,30.3,49.41,35.88,22.0,203.88,52.3,-126.09,0.93,0.48,9.1,16.6,Walk-in,3.7,4,-116.32
2023-12-04,12,Monday,Dinner,18,24.94,448.92,28.1,126.15,116.27,25.9,242.25,54.0,-35.75,2.0,0.72,7.1,15.6,Phone,3.4,2,-36.1
2023-12-04,12,Monday,Lunch,22,12.33,271.26,38.9,105.52,64.29,23.7,170.35,62.6,-68.9,1.55,0.88,7.4,13.8,Walk-in,3.8,2,-84.46
2023-12-05,12,Tuesday,Lunch,37,12.2,451.4,24.8,111.95,171.53,38.0,246.85,62.8,-78.93,2.58,1.48,7.9,15.2,Google Maps,3.7,3,-52.73
2023-12-06,12,Wednesday,Lunch,26,12.72,330.72,42.3,139.89,88.63,26.8,115.13,69.1,-12.93,1.89,1.04,6.8,14.0,Google Maps,4.2,3,-40.4
2023-12-06,12,Wednesday,Lunch,48,15.52,744.96,29.4,219.02,249.56,33.5,116.93,62.9,159.45,4.26,1.92,10.3,17.7,Walk-in,4.2,5,105.54
2023-12-07,12,Thursday,Dinner,16,26.48,423.68,31.7,134.31,127.53,30.1,247.56,61.8,-85.72,1.88,0.64,4.8,18.6,Google Maps,4.2,4,-72.6
2023-12-08,12,Friday,Dinner,35,21.54,753.9,28.7,216.37,226.17,30.0,190.33,58.7,121.03,3.35,1.4,5.7,18.0,Phone,3.5,3,136.48
2023-12-08,12,Friday,Lunch,40,13.22,528.8,28.5,150.71,142.78,27.0,231.44,55.5,3.87,3.02,1.6,8.4,21.2,Walk-in,3.7,3,51.79
2023-12-08,12,Friday,Dinner,39,20.26,790.14,27.9,220.45,267.86,33.9,194.48,61.8,107.35,3.51,1.56,6.9,15.3,Phone,3.9,4,115.53
2023-12-08,12,Friday,Dinner,28,24.2,677.6,33.4,226.32,208.7,30.8,189.68,64.2,52.9,3.01,1.12,4.7,17.4,Walk-in,4.1,5,50.7
2023-12-10,12,Sunday,Dinner,45,18.05,812.25,25.4,206.31,247.74,30.5,130.24,55.9,227.96,3.61,1.8,9.6,13.8,Phone,4.0,4,167.72
2023-12-10,12,Sunday,Lunch,45,14.97,673.65,32.5,218.94,181.89,27.0,188.79,59.5,84.03,3.85,1.8,6.3,15.8,Phone,4.2,3,88.97
2023-12-12,12,Tuesday,Lunch,31,17.52,543.12,22.3,121.12,151.53,27.9,251.27,50.2,19.2,3.1,1.24,5.5,13.3,Google Maps,4.5,3,35.0
2023-12-12,12,Tuesday,Lunch,33,9.0,297.0,32.1,95.34,97.71,32.9,192.55,65.0,-88.6,1.7,1.32,7.5,17.3,Google Maps,3.7,7,-69.97
2023-12-12,12,Tuesday,Dinner,27,18.11,488.97,34.4,168.21,152.56,31.2,220.69,65.6,-52.49,2.17,1.08,5.3,15.5,Google Maps,3.7,2,-23.89
2023-12-12,12,Tuesday,Lunch,18,11.35,204.3,25.9,52.91,62.52,30.6,219.45,56.5,-130.58,1.17,0.72,7.9,12.1,Walk-in,4.2,4,-115.69
2023-12-12,12,Tuesday,Lunch,25,13.71,342.75,33.7,115.51,89.8,26.2,144.43,59.9,-6.99,1.96,1.0,6.9,14.8,Website,4.1,6,-52.41
2023-12-12,12,Tuesday,Lunch,32,13.29,425.28,31.2,132.69,168.84,39.7,228.57,70.9,-104.82,2.43,1.28,6.5,19.8,Google Maps,4.4,4,-72.48
2023-12-12,12,Tuesday,Dinner,32,20.88,668.16,37.4,249.89,184.41,27.6,175.88,65.0,57.98,2.97,1.28,6.5,17.0,Walk-in,4.1,6,63.19
2023-12-13,12,Wednesday,Lunch,31,12.92,400.52,27.6,110.54,119.35,29.8,178.32,57.4,-7.69,2.29,1.24,11.0,17.7,WhatsApp,4.8,3,-8.6
2023-12-14,12,Thursday,Dinner,35,25.33,886.55,42.3,375.01,257.99,29.1,284.4,71.4,-30.85,3.94,1.4,9.1,16.5,Walk-in,3.5,2,53.01
2023-12-14,12,Thursday,Dinner,26,22.75,591.5,22.0,130.13,235.42,39.8,216.88,61.8,9.07,2.63,1.04,2.9,15.8,Phone,4.4,3,12.01
2023-12-14,12,Thursday,Lunch,31,16.15,500.65,29.7,148.69,142.69,28.5,161.27,58.2,48.0,2.86,1.24,10.6,16.2,Phone,4.2,3,16.78
2023-12-14,12,Thursday,Dinner,35,24.56,859.6,24.2,208.02,241.55,28.1,192.9,52.3,217.13,3.82,1.4,9.5,16.7,Phone,3.5,2,202.72
2023-12-15,12,Friday,Lunch,40,18.66,746.4,38.4,286.62,228.4,30.6,191.65,69.0,39.73,4.27,1.6,9.4,14.0,WhatsApp,3.3,3,44.99
2023-12-15,12,Friday,Dinner,28,17.89,500.92,30.0,150.28,132.74,26.5,265.87,56.5,-47.97,2.23,1.12,10.7,17.7,Phone,3.6,5,9.94
2023-12-15,12,Friday,Lunch,31,9.63,298.53,30.3,90.45,91.35,30.6,191.78,60.9,-75.05,1.71,1.24,8.0,18.4,Walk-in,4.6,3,-67.11
2023-12-16,12,Saturday,Dinner,49,19.14,937.86,32.8,307.62,392.96,41.9,289.36,74.7,-52.08,4.17,1.96,9.9,15.8,Website,4.5,3,47.79
2023-12-16,12,Saturday,Dinner,55,31.33,1723.15,31.0,534.18,542.79,31.5,131.65,62.5,514.53,7.66,2.2,6.6,15.2,Website,4.0,6,499.01
2023-12-16,12,Saturday,Dinner,53,23.13,1225.89,28.6,350.6,383.7,31.3,188.54,59.9,303.05,5.45,2.12,10.5,14.7,Google Maps,4.0,3,296.18
2023-12-16,12,Saturday,Dinner,43,21.79,936.97,26.0,243.61,247.36,26.4,155.67,52.4,290.33,4.16,1.72,8.7,19.7,Phone,3.8,5,274.61
2023-12-20,12,Wednesday,Lunch,21,16.84,353.64,31.7,112.1,136.15,38.5,167.73,70.2,-62.34,2.02,0.84,3.9,15.3,Walk-in,4.0,2,-55.44
2023-12-22,12,Friday,Dinner,41,26.44,1084.04,32.5,352.31,430.36,39.7,168.71,72.2,132.66,4.82,1.64,11.1,17.5,Google Maps,3.9,3,142.86
2023-12-23,12,Saturday,Dinner,57,20.73,1181.61,33.8,399.38,405.29,34.3,157.99,68.1,218.95,5.25,2.28,7.6,15.8,Walk-in,4.8,4,210.75
2023-12-24,12,Sunday,Dinner,47,18.76,881.72,38.7,341.23,293.61,33.3,267.86,72.0,-20.98,3.92,1.88,7.2,15.7,Walk-in,3.6,5,52.88
2023-12-25,12,Monday,Lunch,20,16.49,329.8,22.3,73.55,94.98,28.8,254.02,51.1,-92.75,1.88,0.8,6.7,14.7,Phone,4.3,3,-61.66
2023-12-26,12,Tuesday,Dinner,36,20.38,733.68,30.7,225.24,234.78,32.0,208.12,62.7,65.54,3.26,1.44,6.9,14.3,Walk-in,4.8,3,101.33
2023-12-26,12,Tuesday,Dinner,21,16.89,354.69,35.8,126.98,91.51,25.8,168.65,61.6,-32.45,1.58,0.84,8.7,17.7,Walk-in,4.4,4,-50.51
2023-12-27,12,Wednesday,Dinner,25,16.13,403.25,30.5,122.99,98.39,24.4,159.25,54.9,22.62,1.79,1.0,5.0,14.2,Phone,3.7,4,-15.91
2023-12-27,12,Wednesday,Lunch,22,20.35,447.7,22.0,98.49,101.18,22.6,223.38,44.6,24.65,2.56,0.88,3.3,17.1,Walk-in,3.5,3,27.99
2023-12-29,12,Friday,Dinner,46,21.57,992.22,25.8,255.99,318.5,32.1,203.51,57.9,214.22,4.41,1.84,4.8,16.4,Walk-in,4.2,3,237.49
2023-12-29,12,Friday,Lunch,48,13.29,637.92,32.3,206.05,147.36,23.1,183.48,55.4,101.03,3.65,1.92,9.1,17.7,Walk-in,4.2,5,103.51
2023-12-31,12,Sunday,Dinner,39,20.15,785.85,32.2,253.04,216.11,27.5,214.35,59.7,102.35,3.49,1.56,7.5,15.0,Walk-in,4.6,3,117.82
2023-12-31,12,Sunday,Lunch,32,11.43,365.76,33.7,123.26,108.63,29.7,230.1,63.4,-96.23,2.09,1.28,11.3,18.4,Google Maps,4.3,4,-54.82
2023-12-31,12,Sunday,Dinner,40,19.92,796.8,27.9,222.31,278.88,35.0,183.07,62.9,112.54,3.54,1.6,7.8,15.9,WhatsApp,3.9,3,100.6
2024-01-02,1,Tuesday,Dinner,27,15.41,416.07,32.0,133.14,112.75,27.1,154.57,59.1,15.61,1.85,1.08,10.5,20.2,Phone,3.9,6,-3.2
2024-01-02,1,Tuesday,Lunch,24,15.36,368.64,27.2,100.27,131.24,35.6,130.55,62.8,6.58,2.11,0.96,5.9,11.8,Phone,3.6,5,-30.96
2024-01-04,1,Thursday,Dinner,33,25.77,850.41,32.0,272.13,295.09,34.7,201.28,66.7,81.91,3.78,1.32,6.7,19.9,Walk-in,4.2,5,91.05
2024-01-04,1,Thursday,Lunch,25,9.03,225.75,31.2,70.43,55.53,24.6,287.53,55.8,-187.74,1.29,1.0,8.0,14.7,Walk-in,3.5,3,-130.78
2024-01-04,1,Thursday,Dinner,18,18.88,339.84,27.7,94.14,120.98,35.6,140.02,63.3,-15.3,1.51,0.72,7.6,15.4,Walk-in,4.5,5,-49.03
2024-01-05,1,Friday,Dinner,27,26.01,702.27,37.2,261.24,200.85,28.6,239.48,65.8,0.7,3.12,1.08,7.3,13.8,Phone,4.3,5,34.75
2024-01-06,1,Saturday,Dinner,24,21.89,525.36,24.2,127.14,144.47,27.5,159.6,51.7,94.15,2.33,0.96,5.4,11.9,Google Maps,4.3,5,54.18
2024-01-08,1,Monday,Dinner,22,25.9,569.8,30.4,173.22,162.96,28.6,168.67,59.0,64.95,2.53,0.88,3.2,13.9,Google Maps,3.6,4,36.48
2024-01-08,1,Monday,Dinner,22,23.3,512.6,27.6,141.48,153.78,30.0,231.17,57.6,-13.83,2.28,0.88,9.9,14.3,Phone,4.0,4,18.56
2024-01-08,1,Monday,Lunch,21,15.13,317.73,38.3,121.69,88.65,27.9,178.51,66.2,-71.12,1.82,0.84,9.6,15.4,Walk-in,3.9,2,-57.34
2024-01-08,1,Monday,Lunch,24,12.03,288.72,33.4,96.43,74.49,25.8,201.17,59.2,-83.37,1.65,0.96,6.2,17.2,Google Maps,4.1,6,-92.81
